region,cs,tweet,lat,lon,language,bucketed_lat,bucketed_lon
c,True, @AyyTangaLangDre: Sometimes it's okay not to be okay.,9.869771,123.838517,0,9.0,123.0
c,True, @theresesanchezz nope. for POSITIVITY,10.204647999999999,123.750671,0,10.0,123.0
c,True, Enebeeeee \ud83d \ude02 \ud83d \ude02 \ud83d \ude02,9.882045,123.60128600000002,0,9.0,123.0
c,True, #ABGF rocks!,10.045183999999999,123.61891499999999,0,10.0,123.0
c,True, I hate when you're so excited for something but then it ends up not happening.,9.862463,123.842153,0,9.0,123.0
c,True, The worst feeling ever is not knowing whether you should wait or give up.,9.869771,123.838517,0,9.0,123.0
c,True, So trending pa rin pala yang Aj Ramos na yan. Haha. Nakikidalamhati ako sau bro. Di ako nanuod pro halata naman kung anong pinag-uusapan. \ud83d \ude48 ,9.869771,123.838517,0,9.0,123.0
c,True, @jinkybelanizo hahaha \ud83d \ude01,9.949100999999999,123.398954,0,9.0,123.0
c,True, late ra siguro kaayo ko oy,10.140645,123.69259,Cebuano,10.0,123.0
c,True, @jinkybelanizo ge uy. Got to go na! Bye,9.949100999999999,123.398955,Cebuano,9.0,123.0
c,True, @PositiveMinds__: Sometimes life doesn't give you something you want not because you don't deserve it but because you deserve more.MAYTA,10.204889999999999,123.75040200000001,0,10.0,123.0
c,True, @imFourthPagotan #gdmwning#ke cre alwyz#mre blessing#god bless#we love u \u2665 \u2665 \u2665 \u2665 \u2665 \u2665 \u2665,10.155659,123.70146299999999,Cebuano,10.0,123.0
c,True, @jinkybelanizo yeapp,9.949100999999999,123.398953,0,9.0,123.0
c,True, @mahaaaaal_sheen: may something sa ASAP .. parang d prepared..haha \n  \n Sarah G Goddess Of Pop |#SarahGOnASAPStandOut agree..,9.882045,123.60128600000002,Cebuano,9.0,123.0
c,True, napadaan lang... sarap sana mamili ng chicharon! (@ Carcar City Cebu in Carcar) https://t.co/AE2pMksh6B,10.103577,123.640565,0,10.0,123.0
c,True, There is a difference between who I am and what I show.,9.869771,123.838517,0,9.0,123.0
c,True, @AltheaTiniooo @ZeniaMaee maka.open naman. net nmu hinay,10.204723,123.75071899999999,Cebuano,10.0,123.0
c,True, kahuot man sad nis dughan permi gahigda oyy x.x,10.294242,123.88315800000001,Cebuano,10.0,123.0
c,True, Goodmorning. \u2600,10.30987,123.88088,0,10.0,123.0
c,True, ay ko shagita oy na koy dunggan pste,10.329247,123.879884,0,10.0,123.0
c,True, Congratulations Manang fe at Mang Anastacio! Best wishes! \ud83c \udf89 \ud83d \ude0d \u2764 #BCWMHFesTacioWedding #BCWMH39DaysOfHappyEverAfter ,10.313161000000001,123.959124,Cebuano,10.0,123.0
c,True, craving for lechon beef!,10.305373,123.894029,0,10.0,123.0
c,True, @CSarocam BOANG JD AY HAHAHAHAHAHAHA,10.312617,123.89878999999999,0,10.0,123.0
c,True, @PeanutBitterLOL: KUNG DI MN DIAY KA READY NGANUNG NANGYUYAB PAMN KA??!!! BINOGO LNG mao na wala pa. Ngisi gamay... \ud83d \ude01 \ud83d \ude01 \ud83d \ude01,10.308625,124.01507,Cebuano,10.0,124.0
c,True, Start where you are. Use what you have and do what you can. #morningthoughts,10.324987,123.91133400000001,0,10.0,123.0
c,True, @rylepaolotan do u love me \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude02,10.323883,123.90236100000001,0,10.0,123.0
c,True, Lalo dawng nami-miss ni Donya Esmeralda si Don Roberto \ud83d \ude0d \ud83d \ude0d \ud83d \ude0d #BCWMH40DaysOfDreamsAndFulfillment,10.313319,123.959267,Cebuano,10.0,123.0
c,True, @juenreyuan: @sixthshade: Dimples are so damn attractive. Therefore I am attractive. JK \ud83d \ude04 \u270c JK for June Karla. Thanks friend. - ew,10.361172999999999,123.94893700000002,0,10.0,123.0
c,True, Wa gyuy uso reply diri dapita oh \ud83d \ude2a,10.294441,123.88676799999999,Cebuano,10.0,123.0
c,True, @aroused4you hehehe \u *I tickle him so that he will smile*,10.243556,123.812597,0,10.0,123.0
c,True, #grool http://t.co/sOxJKIJPq9,10.306205,123.96160800000001,0,10.0,123.0
c,True, spending time with a friend. :) @ Coffee Prince Cebu http://t.co/kKcE7gZh0p,10.313684,123.891585,0,10.0,123.0
c,True, Had an amazing but awful breakfast with the bff @ledesmagemaa \ud83d \ude09 \u263a Thanks for my treat! Hahahahah. \u,10.383677,123.918364,0,10.0,123.0
c,True, @notesofeelings: When boys bring you around their family.,10.303543,123.89986499999999,0,10.0,123.0
c,True, @dylandreidin16 unsa na tournament?,10.315922,123.89600800000001,Cebuano,10.0,123.0
c,True, @rylepaolotan You didnt answer me,10.323839999999999,123.902308,0,10.0,123.0
c,True, Sana makita nmin lahat ng kaganapan \n #JaneOinezaTravelDiary \n JoshAneGT Livestream PLEASE \n SixDaysToGo JOSHANE GT \n JOSHANE Magkabilang Mundo,10.286982,123.97154599999999,Tagalog,10.0,123.0
c,True, Goodnight tweepzzz!!!!! \n Lonely eehh....... \n \ud83d \ude14 \ud83d \ude14 \ud83d \ude14 \ud83d \ude14 \ud83d \ude14 \ud83d \ude14,10.304783,123.872194,0,10.0,123.0
c,True, I'm at Fuente Osme \u00f1a Circle in Cebu City Cebu http://t.co/tFnOmvD4rr,10.309742,123.893107,0,10.0,123.0
c,True, I just entered puberty!!! Hahahahahahahahaha http://t.co/IGXKEhQrsU,10.387246000000001,123.980879,0,10.0,123.0
c,True, forever pissed off with my older brother &gt;.&lt;,10.294347,123.88318999999998,0,10.0,123.0
c,True, 32 (?) days clean \ud83d \ude01,10.318234,123.90656100000001,0,10.0,123.0
c,True, @lalaevillarubia @iamolivergee HAHAHAHAHAHAHAHAHA DI NI MADA SHABO PA YOTCH,10.330446,123.896984,0,10.0,123.0
c,True, @keemcaballero hala sigey goo e hi lang nya kos bayot ug ni louie \ud83d \udc4b,10.375491,123.953621,0,10.0,123.0
c,True, I'm at Ayala Center Cebu - @ayalamalls in Cebu City Central Visayas w/ @eedenxx https://t.co/VsEtvtZyaC,10.318265,123.904924,0,10.0,123.0
c,True, Sunglasses inside sa mall? Seryoso? Haha,10.311697,123.917474,Cebuano,10.0,123.0
c,True, http://t.co/4sOsSuERaY,10.320114,123.920483,0,10.0,123.0
c,True, I just want you to know how much I'm inlove with you. \ud83d \udc93,10.324365,123.89843,0,10.0,123.0
c,True, You can't deceive my sharp eyes.,10.315916,123.890107,0,10.0,123.0
c,True, \u3042 \u308a \u304c \u3068 \u30fc \u3063 \u3066 \u8a00 \u3046 \u3068 \u304d \u306b \u3001 \u30af \u30bb \u3067 \u3081 \u3063 \u3061 \u3083 \u5408 \u638c \u3057 \u3066 \u4f1a \u91c8 \u3057 \u3066 \u3057 \u307e \u3046 \u3093 \u3084 \u3051 \u3069 \u3001 \u656c \u8654 \u306a \u4ecf \u6559 \u5f92 \u3068 \u304b \u601d \u308f \u308c \u3066 \u305d \u3046 \u3002,10.318955,123.909152,0,10.0,123.0
c,True, Love faith trust letting go ang episode natin today ah! Quotang quota na! \ud83d \ude0d \ud83d \ude0d \ud83d \ude0d #BCWMHFesTacioWedding #BCWMH39DaysOfHappyEverAfter,10.31311,123.959153,Cebuano,10.0,123.0
c,True, Lord ! Mytag mka pasar lng toh amung thesis sa grammar . \ud83d \ude4f \ud83d \ude4f \ud83d \ude4f \ud83d \ude4f \ud83d \ude4f \ud83d \ude4f \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d ,10.302336,123.884377,Cebuano,10.0,123.0
c,True, Got ya back Bai \ud83d \ude1d \ud83d \ude02 \ud83d \ude18 @laurobombvoyage @ Tunga Sa Dagat http://t.co/AGhr0gXxJl,10.301306,123.922292,Cebuano,10.0,123.0
c,True, wa ko ka study naka sleep ko tae,10.32923,123.87986299999999,Cebuano,10.0,123.0
c,True, @ShairaaGilbuena naa nako scical lakaw ka? Paliti ko ha thankss,10.302847,123.88526999999999,Cebuano,10.0,123.0
c,True, @Medyomaldito: Wa daw siya kareply kay busy pero sige'g 'like like' sa Facebook. #MaoKa hahahahahahaahahahaahahaha,10.288742,123.874145,Cebuano,10.0,123.0
c,True, That . . . is . . . all . . . that . . . happened.,10.322983,123.931625,0,10.0,123.0
c,True, @celestedaga @Joreenemarie waitsa 5 mins naa nako! hahaha,10.307127000000001,123.89433700000001,Cebuano,10.0,123.0
c,True, I'm at @FigaroCoffeeph in Cebu City Cebu https://t.co/8SAMOwqEIl,10.318566,123.905695,0,10.0,123.0
c,True, @WorldOfCharDawn: Still trending!! || JaDine CharDawn Teleserye @ericjohnsalut @DawnZpost @1richardgomez1 @noringai http://t.co/2KlIbW3dnI,10.314252,123.91006999999999,0,10.0,123.0
c,True, Busy siya tan'awg salida. Okaaaaay,10.385789,123.916294,Cebuano,10.0,123.0
c,True, @KailaJoliePitt: One love. \u2665 http://t.co/yDE0Qx2BVY,10.383030999999999,123.95590700000001,0,10.0,123.0
c,True, Just in time for lunch... (@ Mactan-Cebu International Airport (CEB) in Lapu-Lapu City Central Visayas) https://t.co/GsSC9RUMEn ,10.315942999999999,123.979372,0,10.0,123.0
c,True, Coz im not yet ready #Lastnight @ Rajah Hotel http://t.co/RSVUdxAVxW,10.281837,123.857482,0,10.0,123.0
c,True, Omg look at her butt \ud83d \udc40 \ud83d \ude4a,10.343513,123.89234099999999,0,10.0,123.0
c,True, @CassBeaQ_ Beaaa kaybaw nakos reason nganong di muduol si Payaooo \ud83d \ude02 \ud83d \ude02 \ud83d \ude02 \ud83d \ude02,10.275245,123.84841000000002,Cebuano,10.0,123.0
c,True, I think one of the greatest feelings in the world is when someone openly tells you how much you mean to them. stuff like that is so rare.,10.310011,123.875739,0,10.0,123.0
c,True, Happy dormates \ud83d \udc9c @ Cher's Dormitory http://t.co/LVHKtL37rX,10.3007,123.89126100000001,0,10.0,123.0
c,True, When someone replies with one word. \ud83d \ude20,10.292465,123.872569,0,10.0,123.0
c,True, 4th Ceb-Kor Friendship Day #cebu #korea #friends @ Sm City Cebu http://t.co/kuVAzLnfD9,10.310731,123.91838500000001,0,10.0,123.0
c,True, Threesome w Mer &amp; Karm \ud83d \ude2c (@ Gentlemen Cafe in Cebu City) https://t.co/7N6c1JgC5Z ,10.300257,123.898074,0,10.0,123.0
c,True, Happy birthday! \ud83c \udf89 (@ Pizza Hut in Cebu) https://t.co/AmbegkhJdA ,10.310039,123.893525,0,10.0,123.0
c,True, @lalaevillarubia: Pay day!!!!,10.330446,123.896984,0,10.0,123.0
c,True, Off to work #casino #baccarat#blackjack21 #chips ,10.283055000000001,123.99713200000001,0,10.0,123.0
c,True, #InTransit through #Manila then somewhere.,10.316271,123.97945700000001,0,10.0,123.0
c,True, Dinner at Maxs Restaurant @ maxs restaurant ayala http://t.co/AIqlKVhsGf,10.318736999999999,123.905547,0,10.0,123.0
c,True, my inspiration this morning. \ud83d \ude18 \ud83d \ude0d #myskinnylove,10.314347,123.87793899999998,0,10.0,123.0
c,True, Good morningggggg worldddd!!!!!!! http://t.co/rWk6vhsyNF,10.253642999999999,123.80457,0,10.0,123.0
c,True, Will be in ubec a few minutes from now,10.371117,124.018476,0,10.0,124.0
c,True, \uSAHAY \ud83d \ude18 \ud83d \ude0d \u2764 #BCWMHFesTacioWedding #BCWMH39DaysOfHappyEverAfter ,10.313161000000001,123.959124,Cebuano,10.0,123.0
c,True, Good Noon. \ud83d \ude04,10.287408000000001,123.971566,0,10.0,123.0
c,True, After this day KISHA ZG (char! \ud83d \ude02) will take a break \ud83d \ude18,10.308755,123.90545800000001,Cebuano,10.0,123.0
c,True, Booth (@ S&amp;R Membership Shopping in Mandaue City Cebu) https://t.co/Tej9WiC7zE,10.31817,123.930995,0,10.0,123.0
c,True, @DColegado DUGAYA MAABOT SAKONG REQUEST OY NAHUWASAN NALANG KO \ud83d \ude2c,10.272166,123.819425,Cebuano,10.0,123.0
c,True, I'm at Starbucks Coffee in Cebu City Cebu https://t.co/ZQGDqaLBAL,10.330129,123.905643,0,10.0,123.0
c,True, @betsyrosedelmar @athenadi_zon nakamemorize naka sa imong lines??,10.329674,123.92163500000001,Cebuano,10.0,123.0
c,True, Mao ra gihapon og mag sturya ta ugma things will never be the same jud \ud83d \ude0c,10.310255,123.918632,Cebuano,10.0,123.0
c,True, \ud83d \udc40 \ud83d \udc40 http://t.co/LjwaCbdYer,10.330971,123.899772,0,10.0,123.0
c,True, #feelingmonaman like o type ka,10.350699,123.92642,Cebuano,10.0,123.0
c,True, Sorry kay mga friend hah dili man gyud ko emotional pariha sa imong ganahan nga friends out there. \n  \n #asdfghjkl,10.27886,123.961751,Cebuano,10.0,123.0
c,True, I'm at KFC in Cebu City Cebu https://t.co/nrBTJKSaUw,10.310578,123.893576,0,10.0,123.0
c,True, @_claireo: nindot ang trailer sa FJJ wait muna \u263a \u263a \u263a,10.297027,123.873818,Cebuano,10.0,123.0
c,True, @impiacandaza Just wait hahahaa \ud83d \ude09,10.318437,123.90571299999999,0,10.0,123.0
c,True, Its strange how 8 glasses of water is impossible but 8 beers is so damn easy!,10.290231,123.95016000000001,0,10.0,123.0
c,True, My Sunday buddies \ud83d \ude0d \ud83d \ude0d \ud83d \ude0d #food \ud83d \ude1b @ Compostela Town Prov Of Cebu http://t.co/cQq6VstQLr,10.454327000000001,124.011551,0,10.0,124.0
c,True, Sembreak is over. Ako nalang ug akoang hungover. Ugh galain akong tiyan gabii. xx,10.296489999999999,123.88423700000001,Cebuano,10.0,123.0
c,True, Been trying to upload this since last week. Unfortunately the crappy service wont let me. #Duh \u2026 http://t.co/RgwfRzEwSR,10.317302,123.90592,0,10.0,123.0
c,True, @RawesomeAvril #card \u2661,10.324262,123.908143,0,10.0,123.0
c,True, A night of fun and good friends!! #Repost from emetjr with repostapprr--- @ LABELED Liquor Lounge + Bar http://t.co/OxBIzrlSnV,10.316925,123.89303400000001,0,10.0,123.0
c,True, School is less than 24 hours oh no,10.38648,123.91768700000002,0,10.0,123.0
c,True, Hala oi nganong nag marathon manig sleeping with sirens akong mga silingan oink komashen,10.295879,123.88660700000001,Cebuano,10.0,123.0
c,True, @autocorrects: Why are you always alone? http://t.co/VuEzdpVOWK,10.266838,123.94866599999999,0,10.0,123.0
c,True, Unya gadumot ang ubang EE ug CE sa amoa tungod ni Lim na di mabangbang ang pagkabigaon. GADA JUD SHAG MALAS SA AMONG BLOCK!!! \ud83d \ude21,10.31899,123.90849299999999,Cebuano,10.0,123.0
c,True, Sundate (@ Plantation Bay Resort and Spa - @pbaycebu in Lapu-Lapu City Cebu) https://t.co/GZXTlGUHQA,10.260744,123.983202,0,10.0,123.0
c,True, Sana may livestream sa GT.... \n JoshAneGT Livestream PLEASE \n JOSHANE Magkabilang Mundo,10.287025,123.97151799999999,Cebuano,10.0,123.0
c,True, Sweep &amp; Shuv. Photo by @roboformacion #lifesabeach @ San Remegio Cebu http://t.co/SePIsRyyn9 ,10.31046,124.01021599999999,0,10.0,124.0
c,True, Sana mapanood din nmin ang GT \n #JaneOinezaTravelDiary \n JoshAneGT Livestream PLEASE \n SixDaysToGo JOSHANE GT \n JOSHANE Magkabilang Mundo,10.286978999999999,123.971547,Tagalog,10.0,123.0
c,True, Nay muabangs akng custome nice ka nice,10.397504,123.92139399999999,Cebuano,10.0,123.0
c,True, dinner (@ Jollibee in Cebu City Cebu) https://t.co/FhJ2bNiPeW,10.310062,123.89540500000001,0,10.0,123.0
c,True, #ThisCHRISTMAS all #WhatIWant is just to eat &amp; make/cook my favorite dishes and desserts! :),10.303179,123.89404099999999,0,10.0,123.0
c,True, @vicetastic: tumingin lang kay karylle nagdikitan agad yieeeee \u2665 \u2665 \u2665 #vicerylle http://t.co/qxmPOM2wxZ,10.377822,123.956558,0,10.0,123.0
c,True, Now ill just shut up \ud83d \ude0a,10.308755,123.90545800000001,0,10.0,123.0
c,True, had enough sweets for 3 days \ud83d \ude16,10.293227,123.86453600000002,0,10.0,123.0
c,True, Finally!!! Naa na jud makasinabot hahahahaha,10.355127,123.91566200000001,Cebuano,10.0,123.0
c,True, We miss you @ Evergreen Memorial Garden http://t.co/5ka3VSBRas,10.316341,123.90193300000001,0,10.0,123.0
c,True, My new buddy for my journey :) lovin my new kicks \u2764 \ufe0f \u2764 \ufe0f \ud83d \udc5f \ud83d \udc5f #jordan4 @ Urgello Cebu City http://t.co/O64Cd4jKmO,10.302005,123.89310400000001,0,10.0,123.0
c,True, I'm at Ayala Center Cebu - @ayalamalls in Cebu City Central Visayas https://t.co/UV5h2ZAk1s,10.318265,123.904924,0,10.0,123.0
c,True, Why can't I sleep for the next 4 years and wake up with the kiss of my diploma?,10.290269,123.950043,0,10.0,123.0
c,True, Dont want to go to school in this weather.,10.385886,123.916098,0,10.0,123.0
c,True, Lunchiebelicious (@ Mooon Caf \u00e9 in Cebu City Cebu) https://t.co/DiLVL4DUuV,10.318475999999999,123.905718,0,10.0,123.0
c,True, //stop chasing shadows @ Cafe Caw http://t.co/2t5XatrPso,10.330534,123.899422,0,10.0,123.0
c,True, When the world turns their back on you turn your back to the world too. \ud83d \udc4a,10.368737,123.94802299999999,0,10.0,123.0
c,True, @HaringZeus hello kuya pogi: ),10.307333,123.95768000000001,Cebuano,10.0,123.0
c,True, My babies @ Maria Luisa Estate Park http://t.co/4MPrfJnLlo,10.347019,123.90629799999999,0,10.0,123.0
c,True, @hmcsro sos di na oy \ud83d \ude0f \ud83d \ude0f \ud83d \ude0f \ud83d \ude0f or ambot kuyog ko nimo \ud83d \ude06,10.298613000000001,123.86889,Cebuano,10.0,123.0
c,True, Meh ,10.330392,123.898772,0,10.0,123.0
c,True, Team keypers i2 ba ang e trend natin \n #JaneOinezaTravelDiary \n JoshAneGT Livestream PLEASE \n SixDaysToGo JOSHANE GT \n JOSHANE Magkabilang Mundo,10.287023,123.971516,Tagalog,10.0,123.0
c,True, #vscocam @ La Vie Parisienne http://t.co/fD2v2WnI5q,10.326214,123.89835,0,10.0,123.0
c,True, getting my phone re-programmed huhu (@ SM Cebu Cyberzone in Cebu City Cebu) https://t.co/IJWfVhJMPE,10.311615,123.919172,0,10.0,123.0
c,True, I'm at Krispy Kreme in Cebu City Cebu https://t.co/Gzayolfsf2,10.328303,123.90695500000001,0,10.0,123.0
c,True, How will i go to school,10.283823,123.962549,0,10.0,123.0
c,True, I tried to be happy bec nom and everything but my problems are eating me alive,10.293515,123.89748300000001,0,10.0,123.0
c,True, I'm at Monster Ball Room in Cebu City https://t.co/Rga7kJ9dJu,10.312012,123.87659599999999,0,10.0,123.0
c,True, Are you willing to take that chance? YES,10.307898,123.99485700000001,0,10.0,123.0
c,True, @simplyxkaren gusto mo sumali?? Lol,10.308753,123.90541499999999,Cebuano,10.0,123.0
c,True, WOW MGA HAYAHAY,10.309113,123.89513600000001,0,10.0,123.0
c,True, It's the only thing we know. Oh!,10.266885,123.948683,0,10.0,123.0
c,True, VIP's @ Allure Hotel &amp; Suites http://t.co/2HhNfjRdVx,10.338657000000001,123.929096,0,10.0,123.0
c,True, @RelatableQuote: Me http://t.co/v7OEusxCoC,10.293515,123.865798,0,10.0,123.0
c,True, @someraglyden TAKTE! HAHAHAAHAHHAHAHA \ud83d \ude02 \ud83d \ude02 \ud83d \ude02 \ud83d \ude02 \ud83d \udd2b,10.308755,123.905456,Cebuano,10.0,123.0
c,True, No sleep yet. Purely HYPER. #9daystogo,10.324955000000001,123.90785100000001,0,10.0,123.0
c,True, I'm at Nephrology Center of Cebu City Dialysis Inc. - Extension https://t.co/y6CeTmNMaG,10.318575,123.899736,0,10.0,123.0
c,True, I'm at The Terraces in Cebu City Cebu https://t.co/AaZDvASLfm,10.318655999999999,123.905847,0,10.0,123.0
c,True, @PenguinPoreber remember the time where in nahihiya ka kay ate pau?? \ud83d \ude0a,10.308755,123.905456,0,10.0,123.0
c,True, Panagutan na birthday :) @ LIV SUPER CLUB http://t.co/nYM6CZprvT,10.326574,123.93413400000001,Cebuano,10.0,123.0
