region,cs,tweet,lat,lon,language,bucketed_lat,bucketed_lon
d,True, @FactsAboutBoys: Being a boyfriend.. \ud83d \udc4f \ud83d \udc4f http://t.co/HsoLvwFy8R TRUE,7.146863000000001,125.66199399999999,0,7.0,125.0
d,True, Samuka sa mga porn edits oie hahahahah,7.090628,125.61191699999999,Cebuano,7.0,125.0
d,True, naggym dati kaso 2 days lang. \ud83d \ude02 tas hindi na nasundan.,7.076821000000001,125.622942,Tagalog,7.0,125.0
d,True, Baket endi kasi gayahin si @SalakTina @BalseG @Numero_otso na walang kayabang yabang pag nakascore sa loob ng court..go CAGAYAN VALLEY \ud83d \udc4d \ud83d \udc4d \ud83d \udc4d \ud83d \udc4d \ud83d \udc4d,7.102658,125.580826,Tagalog,7.0,125.0
d,True, Gwapa kaayo si Ate Go :),7.066375,125.60194399999999,0,7.0,125.0
d,True, Samuka sa Gwen Stacy na costume uy porket naka lab gown \ud83d \ude02 basta lage idol si spiderman \ud83d \ude02,7.084564,125.60373999999999,Cebuano,7.0,125.0
d,True, 11:11 genuine love \ud83d \udc98,7.068811999999999,125.61306699999999,0,7.0,125.0
d,True, @gelaiitots nagakinig ka ng mga indie?,7.101535,125.58661799999999,Tagalog,7.0,125.0
d,True, my my my. study njud ko srsly. out,7.176057000000001,125.653654,Cebuano,7.0,125.0
d,True, @yeregalado confirmed na bayot?,7.1281,125.63556899999999,Cebuano,7.0,125.0
d,True, @WagAssuming: Crush palang nagmomove on ka na. Lupet diba? #TotooBa @kbalmenario @chellyoooow,7.046227,125.500872,Cebuano,7.0,125.0
d,True, @KCBGanda ehem maganda pinag manahan eh. \ud83d \ude02,7.101586,125.51144199999999,0,7.0,125.0
d,True, @clairejuneth Noooo hahahaha.,7.071061,125.60346000000001,0,7.0,125.0
d,True, 5x na ako nag change outfit \ud83d \ude39,7.140096000000001,125.58673700000001,Cebuano,7.0,125.0
d,True, @jedmarvinyu di mi kanawong realtalk haha,7.088272,125.60882,Cebuano,7.0,125.0
d,True, Sa kka.away nitong Joshane at Loishua feeling tuloy ntong si Juswa na ang gwpo nya dhl png aagwan siya! YUCK!!! \ud83d \udc4e \ud83d \udc4a Welcome Back Jane Oineza,7.097544999999999,125.619969,Tagalog,7.0,125.0
d,True, @Jeeeeeybi hahahaha ngno mn?,7.122502000000001,125.615695,0,7.0,125.0
d,True, @ariantantannn @tjtecson magBSBA gani ko pag mag shift ko. Unsay ayus na major sa BSBA?,7.089596,125.50050900000001,Cebuano,7.0,125.0
d,True, @judahdidadi hehehe yes di ako matulog nowww lol,7.099523,125.60778,Cebuano,7.0,125.0
d,True, @angelericasan makatulog man gud ko between 9-11 \ud83d \ude2d \ud83d \ude34 pag magbasa ko,7.037013000000001,125.512772,Cebuano,7.0,125.0
d,True, @Powerfulpixs: It \u2019s Made: Ice Cream Sandwiches http://t.co/yCfOyYrzvM @xoxorai,7.088195,125.51413000000001,0,7.0,125.0
d,True, Mama as conductor-a. Hahahha funny \ud83d \ude02,7.064425999999999,125.609606,Cebuano,7.0,125.0
d,True, Broke your heart I'll put it back together \ud83c \udfb6,7.034401,125.510168,0,7.0,125.0
d,True, Nanaginip ako na nagpool party daw ang SCORe hahaha,7.074055,125.615342,Cebuano,7.0,125.0
d,True, I like those friends that you don't have to talk to every day but you're still friends even if you go weeks without talking.,7.071105,125.61358700000001,0,7.0,125.0
d,True, @lhubliey ay \ud83d \ude14 oo,7.122977000000001,125.61743600000001,0,7.0,125.0
d,True, @ smL,7.098903999999999,125.63100800000001,0,7.0,125.0
d,True, @chnayelo you're staying for quite a long while here pala if you guys dont settle your issues within those days hay naku na lang! LOL,7.107969000000001,125.623099,Tagalog,7.0,125.0
d,True, @jackycvillar @maiiparado maii apila ko dra beh \ud83d \ude14,7.068105,125.608795,0,7.0,125.0
d,True, Im good \ud83d \ude09,7.062803999999999,125.53348600000001,0,7.0,125.0
d,True, @tuttisibor PAGKAON!,7.068811999999999,125.61306699999999,0,7.0,125.0
d,True, ngano murag trip jud niya i'annoy ko kasamok uy \ud83d \ude12,7.058892,125.5291,Cebuano,7.0,125.0
d,True, how can i fall,7.084318,125.611414,0,7.0,125.0
d,True, Happy sunday guys!!,7.095519,125.61363100000001,0,7.0,125.0
d,True, They always treat as disappoinment!,7.087738000000001,125.49944599999999,0,7.0,125.0
d,True, @ronadec dili hahahahahaha,7.091832000000001,125.612555,0,7.0,125.0
d,True, Makes me happy,7.062173,125.607474,0,7.0,125.0
d,True, @Ashton5SOS: @Michael5SOS full blown poops,7.034401,125.51016899999999,0,7.0,125.0
d,True, @chrencego nagashare kaya akooo \ud83d \ude01,7.110867999999999,125.64119099999999,Cebuano,7.0,125.0
d,True, Magmahay unta ka,7.111841,125.61850700000001,0,7.0,125.0
d,True, Off to school :),7.068142,125.61736499999999,0,7.0,125.0
d,True, Kiss me hard before you go summertime sadness.,7.073627,125.61416299999999,0,7.0,125.0
d,True, http://t.co/N0TIsrB85r every Monday morning in Maayong Buntag Mindanao :) photo credits to Ms. Mayang \u2026 http://t.co/3KdL8jsiPt,7.073989,125.616813,0,7.0,125.0
d,True, @enjaiTEGA hahahahhaha yizzz! Ddto na pirme pg lunch ha xD,7.045897999999999,125.54908200000001,Cebuano,7.0,125.0
d,True, @LADYBABALLAIN shobe! nag buy kayo ni mami ng dvd's pm me ryt away! ay sig dula dara!,7.113553,125.629678,Tagalog,7.0,125.0
d,True, Bitaw kapoy na ma babae,7.111847999999999,125.61856,0,7.0,125.0
d,True, @itsEllaCruz: *fandom hug* #sones \ud83d \udc95,7.104849000000001,125.616727,0,7.0,125.0
d,True, Sleepy already \ud83d \ude34,7.070392,125.598509,0,7.0,125.0
d,True, @spctherock: SPCians! Kumusta assignments reports exams at requirements niyo? http://t.co/Jo66CCOr02,7.128675,125.619825,Cebuano,7.0,125.0
d,True, @itsmrchamp13 ta ta taaa,7.0708,125.61881399999999,0,7.0,125.0
d,True, Mhrap tlga pag wala ng papa.,7.068105,125.608796,0,7.0,125.0
d,True, 11/8 with Belle \u2665 ^O^ #cutie @ Davao Medical School Foundation Inc. http://t.co/RDYWZNOtwX,7.085591,125.60688,0,7.0,125.0
d,True, I'm at Miko's Brew in Davao City Davao del Sur https://t.co/H1WFNSRnmb,7.076217,125.617341,0,7.0,125.0
d,True, 20+ unta to \ud83d \ude2d \ud83d \ude2d,7.0463070000000005,125.586178,0,7.0,125.0
d,True, http://t.co/sFhauCrOdV ask pa guys hahahhaa,7.042983,125.57404,0,7.0,125.0
d,True, shthappens,7.039271,125.49610200000001,0,7.0,125.0
d,True, @khelyperoy dm be,7.081028999999999,125.52543100000001,Cebuano,7.0,125.0
d,True, Gutom ako,7.10378,125.60316499999999,0,7.0,125.0
d,True, I'm at San Pedro College PL Bldg in Davao https://t.co/MdtHl1EIta,7.077731,125.615424,0,7.0,125.0
d,True, @karrrenfuentes i love you more bitch \ud83d \ude18,7.089069,125.63634099999999,0,7.0,125.0
d,True, attaaaaaaack! \ud83c \udf74 \ud83d \udea8 \u26a0 \ufe0f @ Blackbeard's Seafood Island SM City Matina http://t.co/YOOzV1lJKV,7.050383,125.588158,0,7.0,125.0
d,True, lost track of the dates i've been too busy with school \u3160 \u3160,7.107947,125.62310900000001,0,7.0,125.0
d,True, @kissrkris: Nawala gutom ko! \n Ang Ganda! \n  \n MarisRacal ASAPSupahDance http://t.co/g4MpRGhPC5 ang ganda ni bata so cuuute @MARSTELLARACAL:),7.050325,125.560001,Tagalog,7.0,125.0
d,True, @TheBucktList: i would never sleep on my bed again \ud83d \udc3b \ud83d \ude0d http://t.co/4IYS6eh0Tt pretty please? \u2665,7.06237,125.56574199999999,0,7.0,125.0
d,True, @Pogi14Kurba GoodMorning Te Pretty :),7.139781,125.586931,Cebuano,7.0,125.0
d,True, @nicolechinnn i wont hahaha depends hahahaha,7.062614999999999,125.57538500000001,0,7.0,125.0
d,True, *sa,7.0845210000000005,125.603698,0,7.0,125.0
d,True, \u201c@AyyWHOGOAT: Bawal ma inlove nakamamatay. \u201d \ud83d \udc48 RT,7.0448759999999995,125.58923500000002,Tagalog,7.0,125.0
d,True, @mykataaan @melvinteves may pa ikaw nay pasalubong kami heh hahahha \ud83d \ude02bakit gi iwan lang lol,7.099522,125.60778,Tagalog,7.0,125.0
d,True, tae bo,7.140099,125.58673600000002,0,7.0,125.0
d,True, Are we out of the woods? \ud83c \udfb6,7.034401,125.510168,0,7.0,125.0
d,True, Christmas is just around the corner! (@ Gaisano South Mall in Davao City Davao Region) http://t.co/TqGLUVBANP,7.069335000000001,125.606346,0,7.0,125.0
d,True, When we're hungry love will keep us alive,7.127649000000001,125.613234,0,7.0,125.0
d,True, Wala nay internet bye :&gt;,7.107131,125.63808300000001,Cebuano,7.0,125.0
d,True, Eto akooo basang basa sa ulan \ud83d \ude02 \ud83c \udfb6 \ud83c \udfb6 \ud83c \udfb6 ,7.0845210000000005,125.603698,0,7.0,125.0
d,True, Fog.. @ Cicada Hills Lorega Bukidnon http://t.co/mskkwouWdt,7.072107000000001,125.612804,0,7.0,125.0
d,True, The return of the ORIGINALS of the Jackinto Gang! Minus LalaDi. \n  \n #Jackintogang #TheReunion @ Beestop \u2026 http://t.co/LgsnffaqjG ,7.076797999999999,125.616,0,7.0,125.0
d,True, @tjtecson haha may gani wla pami anang trigo ug algeb. Kay ma gg jud mig samot. Basic math palang mi makaya pa haha. Okay rana freeng,7.087865,125.499802,Cebuano,7.0,125.0
d,True, Excited sa 15 pero mrag kpoy man... Dccl + Palarong Atenista,7.0810059999999995,125.52540900000001,Cebuano,7.0,125.0
d,True, I'm at Piazza-Luna Dormitel in Davao City https://t.co/zxCeOGTZmG,7.072439,125.617984,0,7.0,125.0
d,True, Ang cardio nako today kay luto sa birthday dinner ni mama \ue14c \ue33f \ue305,7.136958,125.587429,Cebuano,7.0,125.0
d,True, Hala two wives!!,7.05404,125.569984,Cebuano,7.0,125.0
d,True, Cos I will always be Spider-Man #HappyHalloween http://t.co/SJTXCc1G1O,7.0789740000000005,125.58393000000001,0,7.0,125.0
d,True, Maypa mga burikat sa bangko sentral taga gabii ang income. Hahahaha ,7.094945,125.62546,Cebuano,7.0,125.0
d,True, Why ask for advice kung Di mo naman din gawin ang advice,7.084532,125.60371,Cebuano,7.0,125.0
d,True, Hapit na 7 leche sir Marlon huhu bagsak na ituuuuu ,7.107122,125.638024,Cebuano,7.0,125.0
d,True, Short hair. \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d,7.110244000000001,125.64137099999999,0,7.0,125.0
d,True, Natapos na ang ASAP waley parn tau sa trend huhuhu....,7.068578,125.61612,Cebuano,7.0,125.0
d,True, @LilBerriesYow alchemist ug midas man ganahan ninyo kay kusog mangwarta hahaha,7.087975,125.614967,Cebuano,7.0,125.0
d,True, Goodniiiiiiight \ud83d \ude34,7.122978999999999,125.61743799999999,0,7.0,125.0
d,True, @McReXzKiE hooooy shob.,7.112972999999999,125.646272,0,7.0,125.0
d,True, @MaarcSteven buang ka! HAHAHAHAH di parin ata ako maka go isulan \ud83d \ude14,7.110869,125.64119299999999,0,7.0,125.0
d,True, @Ashton5SOS: HEY HEY! Have a good day amigos \ud83d \ude18 xx http://t.co/Izrj64R2Vo,7.034401,125.51016899999999,0,7.0,125.0
d,True, @ESINEDeighteen: Grbe puno ng hashtag about vote 5sos hahaha \ud83d \udc4c \ud83d \udc4d,7.034401,125.51016899999999,Tagalog,7.0,125.0
d,True, Got a very dirty kitchen! Haaay... #FullTimeMom,7.0530800000000005,125.55967,0,7.0,125.0
d,True, \n o matter how good you are to people some won't appreciate it.,7.071105,125.61358700000001,0,7.0,125.0
d,True, davao \ud83d \ude18,7.129627,125.644847,0,7.0,125.0
d,True, Student mode for finals hahaha ,7.093983000000001,125.626733,0,7.0,125.0
d,True, You're ny angel come and save me \ud83d \ude0d,7.134288000000001,125.6165,0,7.0,125.0
d,True, @AngelYappers @jesmontefalcon hahaha habang tumattanda we're getting weaker. Haha mag anlene nlng ta ani,7.111432000000001,125.59403700000001,Cebuano,7.0,125.0
d,True, @MaarcSteven kalagot gd kay uwi kami agad pag ka sunday maka bitin ay HAHAHAH,7.110867999999999,125.64119099999999,Cebuano,7.0,125.0
d,True, @RLL_07 ptanginakalour huhuhu,7.076332000000001,125.611484,0,7.0,125.0
d,True, @thatfatkiddo yeahhhhh syempre hahaha XD,7.079008999999999,125.599327,0,7.0,125.0
d,True, @jedmarvinyu \ud83d \ude16 \ud83d \ude1d,7.088269,125.608822,0,7.0,125.0
d,True, @Leigh_Richiie: NP: Aking Prinsesa \ud83d \ude0d \ud83d \ude0d \ud83d \ude0d,7.031422999999999,125.50666100000001,Cebuano,7.0,125.0
d,True, @simplysaii unsa lang gni atong class na kauban ta?,7.110557000000001,125.631459,Cebuano,7.0,125.0
d,True, Ke-en teyo (@ D' Counter) http://t.co/qdBCSN275D,7.069972,125.607542,0,7.0,125.0
d,True, This is it ladies! BIRTHDAY PROMO starts NOW. \n  \n OPEN FOR RESELLERS! \n  \n TRIED &amp; TESTED. \ud83d \udccc \n For ORDERS and \u2026 http://t.co/VjeI2DzOOc,7.046138000000001,125.50205600000001,0,7.0,125.0
d,True, I missed him so much \ud83d \ude1e,7.090223,125.61130700000001,0,7.0,125.0
d,True, @ikamooo ang picture ti hahaha facebook na yan,7.036589,125.513327,Cebuano,7.0,125.0
d,True, @liliaaantorre hahaha okay \ud83d \ude02,7.0845210000000005,125.6037,0,7.0,125.0
d,True, Fated to Love You remake tho. :),7.1073949999999995,125.63479199999999,0,7.0,125.0
d,True, but i know that i still need you here,7.07855,125.60928999999999,0,7.0,125.0
d,True, Kain. Tulog . Kain,7.161994,125.575574,0,7.0,125.0
d,True, @ltsKylieJenner: I'm at that point where I don't even care if people like me anymore. If you like me cool. If you don't okay.,7.1118380000000005,125.618569,0,7.0,125.0
d,True, kagigising lang. :) good afternoon!,7.069658,125.61452299999999,Cebuano,7.0,125.0
d,True, @percabruh hahaha yow Al!! Btw how old are you? \ud83d \ude04 \ud83d \ude03,7.072952000000001,125.523307,0,7.0,125.0
d,True, Ayaw i-reason jud ng nakatulog. Walay angay,7.079103,125.617668,Tagalog,7.0,125.0
d,True, Good morning. :) \n #achievement#3rd#nstp,7.114083,125.62661000000001,0,7.0,125.0
d,True, @JowleyPinkka Ay na diha jul okay na ko walay lovelife hahahahahaha Im happy w my life now. Single blessedness \ud83d \ude02,7.113553,125.629678,Cebuano,7.0,125.0
d,True, @RLL_07 gahaha wala man aqng secrets. Jahaha,7.102925,125.620605,Cebuano,7.0,125.0
d,True, jwu,7.045514999999999,125.52771899999999,0,7.0,125.0
d,True, This ericka-james article didnt happen to emly. Sana naman mangyari sa janine-elmo. Oo im looking forward to the day na nagbreak na sila.,7.114373,125.492023,Tagalog,7.0,125.0
d,True, Away nsad smuka uy bata mo?!,7.062053999999999,125.593223,0,7.0,125.0
d,True, nakapalit napud bago phone. shet kaaaa.,7.106501,125.622831,Cebuano,7.0,125.0
d,True, NW:THE WALKING DEAD w/ FAMILY \ud83d \udc7b \n   UNAN \u2705 \n   KUMOT \u2705 \n B R I N G I T O N \ud83d \ude37 \ud83d \ude37 \ud83d \ude28 \ud83d \ude28,7.051753,125.570067,Cebuano,7.0,125.0
d,True, Hi les. Pansinin mo nanan ako oh? \ud83d \udc4f @imlestergiri,7.101586,125.51144199999999,Cebuano,7.0,125.0
d,True, @loislaud yes pa uy hahaha samuka,7.086378,125.5442,Cebuano,7.0,125.0
d,True, @KCBGanda wala eh sa 5 pa haha,7.101585000000001,125.51144199999999,0,7.0,125.0
d,True, Hags day but worth it \ud83d \ude0d ,7.0465539999999995,125.598481,0,7.0,125.0
d,True, @imdanielpadiIla: Sweet natin \u2665 yie lol,7.051989,125.56149599999999,Cebuano,7.0,125.0
d,True, @mjmacadangdang @jackycvillar @maiiparado apila ko ninyog fill up beh. kay murag ibaligya na among mga electronics \ud83d \ude14,7.068425,125.608752,Cebuano,7.0,125.0
d,True, @mjmacadangdang @jackycvillar @maiiparado paano ako mka fillup ava hahaha,7.068192999999999,125.608777,Tagalog,7.0,125.0
d,True, @akosixylabear hahahaha nice ka xy \ud83d \udc4d,7.073494999999999,125.60059299999999,Cebuano,7.0,125.0
d,True, KANA GANING WALA PA KA KAMOVE IN! WALA PA NAGSINK IN! NA NAGTAPAD MO GAHAPON! \u2764 \ud83d \ude18 \ud83d \ude18 \ud83d \ude18 \ud83d \ude18 \ud83d \udc93 \ud83d \udc98 \ud83d \udc97 \ud83d \udc99 \ud83d \udc9c \ud83d \udc9b \ud83d \udc9a,7.142334,125.586408,Cebuano,7.0,125.0
d,True, Lain gyud kaayo pag girl ang mag cuss ba. Tsss pangit pakinggan,7.146882000000001,125.662012,Cebuano,7.0,125.0
d,True, Hahaha.. Mejo bug at ning lion aie... Hahaha http://t.co/CukF0KP8u2 ,7.054326,125.59866000000001,Cebuano,7.0,125.0
d,True, @riogrrrande salig,7.069706,125.606349,0,7.0,125.0
d,True, \u201c@BestMusicLyric: Sometimes I wish someone out there will find me 'til then I walk alone. -Green Day \u201d,7.060662,125.60086100000001,0,7.0,125.0
d,True, We're Totally Girl Crushing On Alyssa Valdez &amp; Amy Ahomiro! http://t.co/1t2SbUOdU5 #CosmoPH,7.096649,125.617725,0,7.0,125.0
d,True, @aymkisses yee thank you po \ud83d \ude01 I already followed you back. \ud83d \ude18,7.089069,125.63634099999999,Cebuano,7.0,125.0
d,True, @xtianbautista Na-inspire ako sa kanta ni Christian Bautista. #sundayallstars,7.0709100000000005,125.590021,Cebuano,7.0,125.0
d,True, mag lipat ako school spc? holy child? uhu unsa mn lol,7.042982,125.574041,Cebuano,7.0,125.0
d,True, emote songs on replay hahahaha,7.078244000000001,125.609416,Cebuano,7.0,125.0
d,True, I'm at Wellspring Village Catalunan Davao City http://t.co/kVWfRHcLn8 ,7.071866,125.524805,0,7.0,125.0
d,True, @JBHFacinabao @cgcjumilla HAHAHAHAHA,7.112941999999999,125.605847,0,7.0,125.0
d,True, yawaa sa among katabang uy! nakauyab ug taga Texas tas gipa dalhan ug 200+ dollars. tngnaaaaaa #jackpot,7.106722,125.624299,Cebuano,7.0,125.0
d,True, will watch Singing Bee kay naa akuang fave vball player! @gretchenho,7.065252,125.61327,Cebuano,7.0,125.0
d,True, @bunsoi patrik bayoooot!!!,7.099660000000001,125.57463,0,7.0,125.0
d,True, Asleep.,7.112974,125.646275,0,7.0,125.0
d,True, With Fam \ud83d \udc95 (@ Matina Town Square in Davao City Davao del Sur) https://t.co/kNUInz40nB,7.063916000000001,125.596652,0,7.0,125.0
d,True, Relationship2 goals tssss -.-,7.1073949999999995,125.63479199999999,0,7.0,125.0
d,True, \u201c@AyyWHOGOAT: Bawal kiligin baka paasahin ka. \u201d @marismau I thin this one's for you jkkkk labyu kambs,7.0448759999999995,125.58923500000002,Tagalog,7.0,125.0
d,True, Suntukan nalang oh? \ud83d \udc4a,7.105624000000001,125.61731999999999,0,7.0,125.0
d,True, @dulenggg huy dullah pengeeee,7.0821309999999995,125.613879,0,7.0,125.0
d,True, Nice kayog mga rap si sinio ,7.092486999999999,125.61808500000001,Tagalog,7.0,125.0
d,True, Just because he doesn't anyone greeting you first hahays \ud83d \ude0d \u2764 \ufe0f \u2665 \ufe0f,7.045895,125.540396,0,7.0,125.0
d,True, funny ang face ni mami super \ud83d \ude02 \ud83d \ude02 \ud83d \ude02,7.088271000000001,125.608819,Cebuano,7.0,125.0
d,True, @HeathCliff_4 @joannadumas @tinehime unsa man ni na picture di nko makita,7.105225,125.630776,Cebuano,7.0,125.0
d,True, @Ashton5SOS: http://t.co/gDr2zaeRHe,7.034401,125.51016899999999,0,7.0,125.0
d,True, I guess this is my niche here in Davao. I love that this place is not too much crowded literally I am the... https://t.co/5fyCKHGl7s,7.101858999999999,125.63243899999999,0,7.0,125.0
d,True, isang hi lang les. o isang tweet lang \ud83d \ude2d @imlestergiri,7.101586,125.511443,Cebuano,7.0,125.0
d,True, huhu* diay,7.042983,125.574041,0,7.0,125.0
d,True, Im friends wth a monster,7.111847,125.61856100000001,0,7.0,125.0
d,True, GLOBE MORNING! Maka hyper ang 10 hours na tulog. Ta! Work na ta! @ Globe Sm City Davao Annex http://t.co/3TXJGe2pUn,7.049662,125.589368,Cebuano,7.0,125.0
d,True, @wynziaulen @godfreykent @livanhernz @piasaliente HAHAH yea. 70 ko sa rs :3,7.094628999999999,125.62261799999999,Cebuano,7.0,125.0
d,True, Saw him last night and it was like uh oh! #SongLyrics,7.076886,125.616564,0,7.0,125.0
d,True, @aaannaaaa @janeeniiin seE y0u p0wsxz. inG@Txs ! #iKHawLaHngSapHatNahh,7.072597,125.613322,Tagalog,7.0,125.0
d,True, Good night !,7.13365,125.61999099999998,0,7.0,125.0
d,True, i cant believe you let me down,7.07855,125.60929099999998,0,7.0,125.0
d,True, Pambalay ta adtog sml @Kringkols \ud83d \udc4d,7.111704,125.63089699999999,Cebuano,7.0,125.0
d,True, @cgcjumilla @JBHFacinabao Hahaha ka mingaw,7.112941999999999,125.605847,0,7.0,125.0
d,True, Home from tutor and leap ,7.0432429999999995,125.58255,0,7.0,125.0
d,True, @kimbergado Aaaah. HAHAHAHAHA :)),7.082265,125.613556,0,7.0,125.0
d,True, Overthinking over matters I shouldnt be stressing of \ud83d \ude13,7.196071000000001,125.57028500000001,0,7.0,125.0
d,True, Going for fifth (@ Starbucks Coffee in Davao City Davao del Sur) https://t.co/xq0af2vFkq,7.090704,125.611947,0,7.0,125.0
d,True, pls pls pls miss ko na masyado friends ko sa batangas like ughhhhhh pls pls pls,7.109209,125.49876,Cebuano,7.0,125.0
d,True, Kay ngano man gud tong encoder ba!!!! Sya jud ani baaaa!,7.038772,125.507801,Cebuano,7.0,125.0
d,True, Free meryenda c/o my MetrobankCard. (@ McDonald's in Davao City Davao Region) https://t.co/X7Tf6MtboC,7.050489999999999,125.58802,0,7.0,125.0
d,True, @SiGilako eh? Jealous kang?,7.143261,125.64971899999999,Cebuano,7.0,125.0
d,True, Paano ko ma bal'an wla mo man gina hambal. Juju,7.112941999999999,125.605847,0,7.0,125.0
d,True, @thedarylarcenas hahahaha ikaw baya legal wife Dar. unsaon man nato si Banaticla?,7.106678,125.62361100000001,Cebuano,7.0,125.0
d,True, @polkamoca Are we even still friends? Hahahs,7.076248,125.617328,0,7.0,125.0
d,True, \u201c@ihatequotes: Our success is measured by personal beliefs not by anybody else's standards or beliefs. #iHQ \u201d good morning,7.070335000000001,125.619074,0,7.0,125.0
d,True, Ano pa bang dapat na gawin pa? Skg pananamit at pananalita. Upang iyg mapabigyan ng pansin. Akg paghanga at pagtingin sayo.,7.059097,125.60756599999999,0,7.0,125.0
d,True, @iamAdingKU nagpm kas fb? Gege. Naa kay viber? Viber nlng kay mej hassle ang fb,7.0595229999999995,125.595253,Cebuano,7.0,125.0
d,True, Just posted a photo @ Hue Cafe http://t.co/XcKcj0QPZ3 ,7.072363,125.61236699999999,0,7.0,125.0
d,True, Kanang among pictures kay gisend nya sa akong mama. I was like wtf? *insert facepalm here*,7.066437,125.609521,Cebuano,7.0,125.0
d,True, @KCBGanda di pwede. di ako papayag,7.101586,125.51144199999999,0,7.0,125.0
d,True, @kayemedz huhu kaye gcontact namu ang maligaya gnina pag abot s balay.. Wla jud dw. Feel nko nabilin to s may bleachers s gym \ud83d \ude29 \ud83d \ude29,7.121411999999999,125.64984199999999,Cebuano,7.0,125.0
d,True, @itsEllaCruz: Checked my twitter kasi akala ko nananaginip lang ako kanina but yeah... it's true.. \ud83d \udc94 \ud83d \ude22,7.104849000000001,125.616727,Tagalog,7.0,125.0
d,True, Char englesh pa sya hahaha!!,7.148460000000001,125.61263400000001,Cebuano,7.0,125.0
d,True, Mamatay dayon ko agad-agad pag ma overdose?,7.072506,125.61462900000001,Cebuano,7.0,125.0
d,True, Words left unsaid.,7.111846000000001,125.61856200000001,0,7.0,125.0
d,True, Digos tom. \ud83d \udc4c,7.0910649999999995,125.58533600000001,Cebuano,7.0,125.0
d,True, @ikamooo hahahah gimingaw sya nako day \ud83d \ude02,7.037008999999999,125.512776,0,7.0,125.0
d,True, goodmorning team no sleep \ud83d \ude02 \ud83d \ude02 \ud83d \ude02,7.100682000000001,125.615803,0,7.0,125.0
d,True, @MarkjesMark pagkapait ba! Hahah,7.112941999999999,125.605847,0,7.0,125.0
d,True, @simplysaii ok \ud83d \ude04,7.110392999999999,125.631279,0,7.0,125.0
d,True, 3/10 lang siya sa understanding... Maawa unta si Ahia B XP,7.080019,125.61228600000001,Cebuano,7.0,125.0
